n,name,parent,value
1514947,Kunsagivirus,1515520.0,3
1503836,Kunsagivirus B,1514947.0,1
1508451,Kunsagivirus C,1514947.0,1
1513115,Kunsagivirus A,1514947.0,1
1515165,Avisivirus,1515520.0,3
1507072,Avisivirus B,1515165.0,1
1513035,Avisivirus A,1515165.0,1
1513683,Avisivirus C,1515165.0,1
1515378,Parechovirus,1515520.0,6
1503056,Parechovirus B,1515378.0,1
1503885,Parechovirus D,1515378.0,1
1506234,Parechovirus E,1515378.0,1
1508877,Parechovirus A,1515378.0,1
1514077,Parechovirus C,1515378.0,1
1517357,Parechovirus F,1515378.0,1
1515785,Aquamavirus,1515520.0,1
1515754,Aquamavirus A,1515785.0,1
1515997,Pasivirus,1515520.0,1
1512771,Pasivirus A,1515997.0,1
1517003,Orivirus,1515520.0,1
1503128,Orivirus A,1517003.0,1
1515664,Harkavirus,1515091.0,1
1505354,Harkavirus A,1515664.0,1
1515417,Secoviridae,1515578.0,115
1503141,Sadwavirus,1515417.0,9
1503480,Satsumavirus,1503141.0,1
1503902,Sadwavirus citri,1503480.0,1
1504543,Cholivirus,1503141.0,4
1503455,Sadwavirus fritillariae,1504543.0,1
1512257,Sadwavirus dioscoreae,1504543.0,1
1512621,Sadwavirus alphananas,1504543.0,1
1515198,Sadwavirus betananas,1504543.0,1
1505654,Stramovirus,1503141.0,4
1503343,Sadwavirus aciphyllae,1505654.0,1
1506867,Sadwavirus fragariae,1505654.0,1
1506987,Sadwavirus lactucae,1505654.0,1
1515261,Sadwavirus rubi,1505654.0,1
1507554,Sequivirus,1515417.0,4
1504163,Sequivirus pastinacae,1507554.0,1
1504625,Sequivirus carotae,1507554.0,1
1512301,Sequivirus stellatum,1507554.0,1
1514897,Sequivirus taraxaci,1507554.0,1
1509805,Waikavirus,1515417.0,12
1505428,Waikavirus rosae,1509805.0,1
1506019,Waikavirus ribesnigri,1509805.0,1
1506702,Waikavirus oryzae,1509805.0,1
1508010,Waikavirus diospyri,1509805.0,1
1510554,Waikavirus zeae,1509805.0,1
1511296,Waikavirus campanulae,1509805.0,1
1513936,Waikavirus actinidiae,1509805.0,1
1514816,Waikavirus trifolii,1509805.0,1
1515553,Waikavirus liegense,1509805.0,1
1515627,Waikavirus camelliae,1509805.0,1
1515719,Waikavirus anthrisci,1509805.0,1
1517319,Waikavirus brassicae,1509805.0,1
1509865,Stralarivirus,1515417.0,2
1510393,Stralarivirus fragariae,1509865.0,1
1515330,Stralarivirus lychnis,1509865.0,1
1511689,Comovirinae,1515417.0,75
1503603,Fabavirus,1511689.0,8
1502836,Fabavirus vitis,1503603.0,1
1503101,Fabavirus lamii,1503603.0,1
1505187,Fabavirus betaviciae,1503603.0,1
1508259,Fabavirus gentianae,1503603.0,1
1512511,Fabavirus persicae,1503603.0,1
1513270,Fabavirus alphaviciae,1503603.0,1
1514174,Fabavirus cucurbitaceae,1503603.0,1
1516529,Fabavirus pruni,1503603.0,1
1509317,Nepovirus,1511689.0,48
1502760,Nepovirus pratensis,1509317.0,1
1502822,Nepovirus aeonii,1509317.0,1
1502835,Nepovirus manihotis,1509317.0,1
1502890,Nepovirus cichorii,1509317.0,1
1503015,Nepovirus alphavitis,1509317.0,1
1503073,Nepovirus tunisiaense,1509317.0,1
1503770,Nepovirus anatoliense,1509317.0,1
1503815,Nepovirus petuniae,1509317.0,1
1503978,Nepovirus betae,1509317.0,1
1504206,Nepovirus nicotianae,1509317.0,1
1504235,Nepovirus italiaense,1509317.0,1
1504253,Nepovirus arabis,1509317.0,1
1504284,Nepovirus deformationis,1509317.0,1
1504603,Nepovirus hibisci,1509317.0,1
1504679,Nepovirus cerasiferae,1509317.0,1
1505456,Nepovirus usolani,1509317.0,1
1505458,Nepovirus chromusivum,1509317.0,1
1506661,Nepovirus solani,1509317.0,1
1507305,Nepovirus nigranuli,1509317.0,1
1507427,Nepovirus armeniacae,1509317.0,1
1507819,Nepovirus australiaense,1509317.0,1
1509143,Nepovirus mori,1509317.0,1
1510277,Nepovirus anemones,1509317.0,1
1510536,Nepovirus poaceae,1509317.0,1
1510614,Nepovirus theobromatis,1509317.0,1
1510638,Nepovirus glycinis,1509317.0,1
1510713,Nepovirus maculanulatum,1509317.0,1
1511114,Nepovirus bulgariense,1509317.0,1
1511190,Nepovirus cucumis,1509317.0,1
1511486,Nepovirus lycopersici,1509317.0,1
1511636,Nepovirus persicae,1509317.0,1
1511695,Nepovirus myrtilli,1509317.0,1
1511956,Nepovirus americaense,1509317.0,1
1512069,Nepovirus arracaciae,1509317.0,1
1512663,Nepovirus oleae,1509317.0,1
1513049,Nepovirus ribis,1509317.0,1
1513127,Nepovirus sichuanense,1509317.0,1
1513497,Nepovirus trifolii,1509317.0,1
1513634,Nepovirus vaccinii,1509317.0,1
1514354,Nepovirus avii,1509317.0,1
1515304,Nepovirus stenotaphri,1509317.0,1
1515463,Nepovirus foliumflabelli,1509317.0,1
1515755,Nepovirus cynarae,1509317.0,1
1516000,Nepovirus aegaeum,1509317.0,1
1516396,Nepovirus cari,1509317.0,1
1516433,Nepovirus betasolani,1509317.0,1
1516761,Nepovirus rubi,1509317.0,1
1517193,Nepovirus cycas,1509317.0,1
1515510,Comovirus,1511689.0,19
1502946,Comovirus andesense,1515510.0,1
1504207,Comovirus strophostylis,1515510.0,1
1504691,Comovirus severum,1515510.0,1
1505318,Comovirus viciae,1515510.0,1
1506210,Comovirus pisi,1515510.0,1
1507446,Comovirus phaseoli,1515510.0,1
1507484,Comovirus rapae,1515510.0,1
1508035,Comovirus capsici,1515510.0,1
1509020,Comovirus ulluci,1515510.0,1
1509582,Comovirus rugomusivum,1515510.0,1
1509834,Comovirus musivi,1515510.0,1
1510034,Comovirus cucurbitae,1515510.0,1
1510685,Comovirus glycinis,1515510.0,1
1511208,Comovirus arabidopsis,1515510.0,1
1513443,Comovirus raphani,1515510.0,1
1514315,Comovirus fabae,1515510.0,1
1515106,Comovirus siliquae,1515510.0,1
1516667,Comovirus trifolii,1515510.0,1
1516786,Comovirus vignae,1515510.0,1
1513682,Cheravirus,1515417.0,5
1504153,Cheravirus mali,1513682.0,1
1514838,Cheravirus arracaciae,1513682.0,1
1515967,Cheravirus ribis,1513682.0,1
1516999,Cheravirus pruni,1513682.0,1
1517111,Cheravirus avii,1513682.0,1
1516610,Torradovirus,1515417.0,8
1505690,Torradovirus carotae,1516610.0,1
1507296,Torradovirus cardiacae,1516610.0,1
1507708,Torradovirus lycopersici,1516610.0,1
1509214,Torradovirus codonopsis,1516610.0,1
1511739,Torradovirus manihotis,1516610.0,1
1512331,Torradovirus cucurbitae,1516610.0,1
1515220,Torradovirus marchitezum,1516610.0,1
1516383,Torradovirus lactucae,1516610.0,1
1516440,Dicistroviridae,1515578.0,16
1505760,Triatovirus,1516440.0,5
1506073,Triatovirus hocoagulatae,1505760.0,1
1509398,Triatovirus triatomae,1505760.0,1
1513785,Triatovirus nigereginacellulae,1505760.0,1
1513993,Triatovirus himetobi,1505760.0,1
1514150,Triatovirus plastali,1505760.0,1
1510787,Aparavirus,1516440.0,6
1504350,Aparavirus kashmirense,1510787.0,1
1508763,Aparavirus tauraense,1510787.0,1
1512172,Aparavirus vallesi,1510787.0,1
1512468,Aparavirus cancerluti,1510787.0,1
1513541,Aparavirus israelense,1510787.0,1
1517202,Aparavirus apisacutum,1510787.0,1
1513504,Cripavirus,1516440.0,5
1507149,Cripavirus drosophilae,1513504.0,1
1510344,Cripavirus ropadi,1513504.0,1
1512719,Cripavirus porteri,1513504.0,1
1512805,Cripavirus grylli,1513504.0,1
1513775,Cripavirus mortiferum,1513504.0,1
1517450,Iflaviridae,1515578.0,16
1507960,Iflavirus,1517450.0,16
1503914,Iflavirus achedomestici,1507960.0,1
1505837,Iflavirus nilalugentis,1507960.0,1
1506147,Iflavirus pernudae,1507960.0,1
1506623,Iflavirus vadestruente,1507960.0,1
1507242,Iflavirus dinococcinellae,1507960.0,1
1508405,Iflavirus spexiguae,1507960.0,1
1510208,Iflavirus vomitus,1507960.0,1
1511024,Iflavirus betaspexiguae,1507960.0,1
1512707,Iflavirus brebrassicae,1507960.0,1
1512845,Iflavirus aladeformis,1507960.0,1
1513095,Iflavirus flacherie,1507960.0,1
1513228,Iflavirus ectobliquae,1507960.0,1
1514031,Iflavirus apistardum,1507960.0,1
1514280,Iflavirus lineacelli,1507960.0,1
1514556,Iflavirus sacbroodi,1507960.0,1
1517080,Iflavirus lylineolaris,1507960.0,1
1508072,Stelpaviricetes,1504862.0,266
1505767,Patatavirales,1508072.0,244
1502935,Potyviridae,1505767.0,244
1504174,Poacevirus,1502935.0,3
1505182,Caladenia virus A,1504174.0,1
1514431,Sugarcane streak mosaic virus,1504174.0,1
1516192,Triticum mosaic virus,1504174.0,1
1504875,Ipomovirus,1502935.0,7
1502982,Cucumber vein yellowing virus,1504875.0,1
1508429,Tomato mild mottle virus,1504875.0,1
1511297,Squash vein yellowing virus,1504875.0,1
1512957,Coccinia mottle virus,1504875.0,1
1513854,Ugandan cassava brown streak virus,1504875.0,1
1514642,Cassava brown streak virus,1504875.0,1
1515724,Sweet potato mild mottle virus,1504875.0,1
1506718,Tritimovirus,1502935.0,6
1503292,Wheat eqlid mosaic virus,1506718.0,1
1508360,Wheat streak mosaic virus,1506718.0,1
1510382,Yellow oat grass mosaic virus,1506718.0,1
1510940,Tall oatgrass mosaic virus,1506718.0,1
1514029,Brome streak mosaic virus,1506718.0,1
1516186,Oat necrotic mottle virus,1506718.0,1
1506966,Roymovirus,1502935.0,2
1506695,Passiflora edulis symptomless virus,1506966.0,1
1512250,Rose yellow mosaic virus,1506966.0,1
1507608,Potyvirus,1502935.0,201
1502787,Potyvirus cliviaflavilineae,1507608.0,1
1502814,Chilli veinal mottle virus,1507608.0,1
1502999,Tuberose mild mosaic virus,1507608.0,1
1503007,Narcissus degeneration virus,1507608.0,1
1503029,Moroccan watermelon mosaic virus,1507608.0,1
1503175,Iris mild mosaic virus,1507608.0,1
1503216,Tradescantia mild mosaic virus,1507608.0,1
1503268,Datura shoestring virus,1507608.0,1
1503281,Turnip mosaic virus,1507608.0,1
1503408,Tulip breaking virus,1507608.0,1
1503413,Passiflora chlorosis virus,1507608.0,1
1503461,Plum pox virus,1507608.0,1
1503662,Papaya ringspot virus,1507608.0,1
1503689,Papaya leaf distortion mosaic virus,1507608.0,1
1503717,Yam mild mosaic virus,1507608.0,1
1503819,Parsnip mosaic virus,1507608.0,1
1503843,Gomphocarpus mosaic virus,1507608.0,1
1503855,Noni mosaic virus,1507608.0,1
1503917,Panax virus Y,1507608.0,1
1503936,Leek yellow stripe virus,1507608.0,1
1503948,Pleione virus Y,1507608.0,1
1504090,Sarcochilus virus Y,1507608.0,1
1504261,Cocksfoot streak virus,1507608.0,1
1504328,Twisted-stalk chlorotic streak virus,1507608.0,1
1504378,Butterfly flower mosaic virus,1507608.0,1
1504682,Paris virus 1,1507608.0,1
1504725,Clitoria virus Y,1507608.0,1
1504790,Potyvirus anemones,1507608.0,1
1504800,Tobacco mosqueado virus,1507608.0,1
1504879,Wild melon banding virus,1507608.0,1
1504893,Lycoris mild mottle virus,1507608.0,1
1504919,Tobacco etch virus,1507608.0,1
1504957,Daphne mosaic virus,1507608.0,1
1505003,Lettuce Italian necrotic virus,1507608.0,1
1505107,Cypripedium virus Y,1507608.0,1
1505142,Blue squill virus A,1507608.0,1
1505159,Apium virus Y,1507608.0,1
1505212,Arracacha mottle virus,1507608.0,1
1505446,Telosma mosaic virus,1507608.0,1
1505708,Sugarcane mosaic virus,1507608.0,1
1505710,Lily mottle virus,1507608.0,1
1505714,Begonia flower breaking virus,1507608.0,1
1505781,Calanthe mild mosaic virus,1507608.0,1
1505782,Vanilla distortion mosaic virus,1507608.0,1
1505868,Konjac mosaic virus,1507608.0,1
1505872,Pfaffia mosaic virus,1507608.0,1
1505947,Chinese artichoke mosaic virus,1507608.0,1
1506062,Donkey orchid virus A,1507608.0,1
1506085,Potyvirus mirabilis,1507608.0,1
1506190,Catharanthus mosaic virus,1507608.0,1
1506203,Celery mosaic virus,1507608.0,1
1506269,Endive necrotic mosaic virus,1507608.0,1
1506306,Bidens mottle virus,1507608.0,1
1506336,Zucchini tigre mosaic virus,1507608.0,1
1506427,Mediterranean ruda virus,1507608.0,1
1506490,Cucurbit vein banding virus,1507608.0,1
1506617,Lettuce mosaic virus,1507608.0,1
1506650,Tamarillo leaf malformation virus,1507608.0,1
1506705,Brugmansia suaveolens mottle virus,1507608.0,1
1506734,Pepper veinal mottle virus,1507608.0,1
1506909,Peanut mottle virus,1507608.0,1
1506921,Alstroemeria mosaic virus,1507608.0,1
1507082,Wild onion symptomless virus,1507608.0,1
1507142,Yambean mosaic virus,1507608.0,1
1507265,Spiranthes mosaic virus 3,1507608.0,1
1507275,Wild potato mosaic virus,1507608.0,1
1507450,Vallota mosaic virus,1507608.0,1
1507504,Peru tomato mosaic virus,1507608.0,1
1507547,Mashua virus Y,1507608.0,1
1507620,Cowpea aphid-borne mosaic virus,1507608.0,1
1507655,Saffron latent virus,1507608.0,1
1507683,Tulip mosaic virus,1507608.0,1
1507707,Onion yellow dwarf virus,1507608.0,1
1507753,East Asian Passiflora virus,1507608.0,1
1507767,African eggplant mosaic virus,1507608.0,1
1507788,Ranunculus leaf distortion virus,1507608.0,1
1507789,Passion fruit woodiness virus,1507608.0,1
1507825,Canna yellow streak virus,1507608.0,1
1507839,Thunberg fritillary mosaic virus,1507608.0,1
1507902,Johnsongrass mosaic virus,1507608.0,1
1507924,Potyvirus gladioli,1507608.0,1
1508007,Potyvirus ashitabae,1507608.0,1
1508139,Impatiens flower break virus,1507608.0,1
1508224,Gloriosa stripe mosaic virus,1507608.0,1
1508374,Carrot virus Y,1507608.0,1
1508394,Watermelon mosaic virus,1507608.0,1
1508445,Sweet potato virus C,1507608.0,1
1508459,Wild tomato mosaic virus,1507608.0,1
1508574,Potyvirus tagetis,1507608.0,1
1508592,Sudan watermelon mosaic virus,1507608.0,1
1508688,Amazon lily mosaic virus,1507608.0,1
1508813,Pepper yellow mosaic virus,1507608.0,1
1508854,Zucchini yellow mosaic virus,1507608.0,1
1508919,Zucchini shoestring virus,1507608.0,1
1509076,Wisteria vein mosaic virus,1507608.0,1
1509094,Sunflower mosaic virus,1507608.0,1
1509157,Ornithogalum mosaic virus,1507608.0,1
1509175,East Asian Passiflora distortion virus,1507608.0,1
1509608,Telfairia mosaic virus,1507608.0,1
1509634,Nerine yellow stripe virus,1507608.0,1
1509804,Narcissus yellow stripe virus,1507608.0,1
1509832,Commelina mosaic virus,1507608.0,1
1509853,Ugandan passiflora virus,1507608.0,1
1510231,Potato virus A,1507608.0,1
1510251,Keunjorong mosaic virus,1507608.0,1
1510254,Pea seed-borne mosaic virus,1507608.0,1
1510283,Pecan mosaic-associated virus,1507608.0,1
1510289,Habenaria mosaic virus,1507608.0,1
1510722,Platycodon mild mottle virus,1507608.0,1
1510776,Colombian datura virus,1507608.0,1
1510903,Sweet potato virus 2,1507608.0,1
1510999,Tobacco vein mottling virus,1507608.0,1
1511048,Bean yellow mosaic virus,1507608.0,1
1511148,Sweet potato feathery mottle virus,1507608.0,1
1511267,Sunflower mild mosaic virus,1507608.0,1
1511435,Freesia mosaic virus,1507608.0,1
1511508,Hippeastrum mosaic virus,1507608.0,1
1511542,Basella rugose mosaic virus,1507608.0,1
1511581,Brugmansia mosaic virus,1507608.0,1
1511674,Beet mosaic virus,1507608.0,1
1511693,Asparagus virus 1,1507608.0,1
1511724,Scallion mosaic virus,1507608.0,1
1511800,Calla lily latent virus,1507608.0,1
1511826,Bidens mosaic virus,1507608.0,1
1511856,Potyvirus fountaingrassi,1507608.0,1
1512084,Tuberose mild mottle virus,1507608.0,1
1512109,Meadow saffron breaking virus,1507608.0,1
1512248,Jasmine virus T,1507608.0,1
1512258,Potyvirus achyranthis,1507608.0,1
1512322,Alternanthera mild mosaic virus,1507608.0,1
1512369,Henbane mosaic virus,1507608.0,1
1512372,Diuris virus Y,1507608.0,1
1512408,Hyacinth mosaic virus,1507608.0,1
1512419,Zucchini yellow fleck virus,1507608.0,1
1512464,Clover yellow vein virus,1507608.0,1
1512478,Potato virus V,1507608.0,1
1512496,Potato yellow blotch virus,1507608.0,1
1512563,Sorghum mosaic virus,1507608.0,1
1512616,Paris mosaic necrosis virus,1507608.0,1
1512730,Carnation vein mottle virus,1507608.0,1
1512800,Sweet potato virus G,1507608.0,1
1512849,Pepper severe mosaic virus,1507608.0,1
1512858,Iris fulva mosaic virus,1507608.0,1
1512916,Callistephus mottle virus,1507608.0,1
1513053,Algerian watermelon mosaic virus,1507608.0,1
1513157,Lupinus mosaic virus,1507608.0,1
1513274,Dioscorea mosaic virus,1507608.0,1
1513296,Zea mosaic virus,1507608.0,1
1513428,Banana bract mosaic virus,1507608.0,1
1513488,Ornithogalum virus 3,1507608.0,1
1513573,Passiflora mottle virus,1507608.0,1
1513673,Costus stripe mosaic virus,1507608.0,1
1513680,Dasheen mosaic virus,1507608.0,1
1513780,Potyvirus pleioblasti,1507608.0,1
1513782,Yam mosaic virus,1507608.0,1
1513819,Iris severe mosaic virus,1507608.0,1
1513845,Potyvirus thladiatessellati,1507608.0,1
1513848,Ranunculus mild mosaic virus,1507608.0,1
1513930,Malva vein clearing virus,1507608.0,1
1513942,Hardenbergia mosaic virus,1507608.0,1
1514095,Barbacena virus Y,1507608.0,1
1514264,Hibbertia virus Y,1507608.0,1
1514300,Japanese yam mosaic virus,1507608.0,1
1514402,Daphne virus Y,1507608.0,1
1514483,Fritillary virus Y,1507608.0,1
1514618,Pleione flower breaking virus,1507608.0,1
1514699,Nothoscordum mosaic virus,1507608.0,1
1514834,Euphorbia ringspot virus,1507608.0,1
1514930,Bean common mosaic necrosis virus,1507608.0,1
1514952,Maize dwarf mosaic virus,1507608.0,1
1514962,Rhopalanthe virus Y,1507608.0,1
1515076,Carrot thin leaf virus,1507608.0,1
1515201,Ceratobium mosaic virus,1507608.0,1
1515266,Ranunculus mosaic virus,1507608.0,1
1515324,Pennisetum mosaic virus,1507608.0,1
1515335,Amaranthus leaf mottle virus,1507608.0,1
1515501,Shallot yellow stripe virus,1507608.0,1
1515574,Soybean mosaic virus,1507608.0,1
1515619,Pokeweed mosaic virus,1507608.0,1
1515629,Sweet potato latent virus,1507608.0,1
1515647,Kalanchoe mosaic virus,1507608.0,1
1515685,Verbena virus Y,1507608.0,1
1515777,Zantedeschia mild mosaic virus,1507608.0,1
1515877,Sunflower ring blotch virus,1507608.0,1
1515955,Lily virus Y,1507608.0,1
1516203,Chilli ringspot virus,1507608.0,1
1516316,Tomato necrotic stunt virus,1507608.0,1
1516331,Narcissus late season yellows virus,1507608.0,1
1516671,Potato virus Y,1507608.0,1
1516679,Sweet potato mild speckling virus,1507608.0,1
1516766,Ornithogalum virus 2,1507608.0,1
1516854,Bean common mosaic virus,1507608.0,1
1517055,Cyrtanthus elatus virus A,1507608.0,1
1517144,Dendrobium chlorotic mosaic virus,1507608.0,1
1517155,Angelica virus Y,1507608.0,1
1517178,Watermelon leaf mottle virus,1507608.0,1
1517254,Pepper mottle virus,1507608.0,1
1517256,Potyvirus scorzaureum,1507608.0,1
1517378,Sunflower chlorotic mottle virus,1507608.0,1
1517383,Tobacco vein banding mosaic virus,1507608.0,1
1517439,Araujia mosaic virus,1507608.0,1
1508721,Arepavirus,1502935.0,2
1505650,Areca palm necrotic spindle-spot virus,1508721.0,1
1515141,Areca palm necrotic ringspot virus,1508721.0,1
1509468,Brambyvirus,1502935.0,1
1515921,Blackberry virus Y,1509468.0,1
1510080,Rymovirus,1502935.0,3
1507666,Agropyron mosaic virus,1510080.0,1
1508233,Ryegrass mosaic virus,1510080.0,1
1509381,Hordeum mosaic virus,1510080.0,1
1513429,Bymovirus,1502935.0,6
1504817,Wheat spindle streak mosaic virus,1513429.0,1
1505979,Rice necrosis mosaic virus,1513429.0,1
1509990,Oat mosaic virus,1513429.0,1
1511087,Wheat yellow mosaic virus,1513429.0,1
1513749,Barley mild mosaic virus,1513429.0,1
1515791,Barley yellow mosaic virus,1513429.0,1
1513614,Macluravirus,1502935.0,11
1503713,Alpinia mosaic virus,1513614.0,1
1503926,Artichoke latent virus,1513614.0,1
1504683,Yam chlorotic necrosis virus,1513614.0,1
1505936,Macluravirus amomulineae,1513614.0,1
1508414,Cardamom mosaic virus,1513614.0,1
1509302,Alpinia oxyphylla mosaic virus,1513614.0,1
1514932,Narcissus latent virus,1513614.0,1
1515662,Maclura mosaic virus,1513614.0,1
1516118,Chinese yam necrotic mosaic virus,1513614.0,1
1516758,Yam chlorotic mosaic virus,1513614.0,1
1517508,Broad-leafed dock virus A,1513614.0,1
1514435,Bevemovirus,1502935.0,1
1504087,Bellflower veinal mottle virus,1514435.0,1
1515354,Celavirus,1502935.0,1
1503328,Celery latent virus,1515354.0,1
1511306,Stellavirales,1508072.0,22
1515183,Astroviridae,1511306.0,22
1504390,Avastrovirus,1515183.0,3
1504111,Avastrovirus 3,1504390.0,1
1512671,Avastrovirus 1,1504390.0,1
1515326,Avastrovirus 2,1504390.0,1
1508302,Mamastrovirus,1515183.0,19
1503870,Mamastrovirus 18,1508302.0,1
1504024,Mamastrovirus 9,1508302.0,1
1505731,Mamastrovirus 1,1508302.0,1
1506874,Mamastrovirus 13,1508302.0,1
1507030,Mamastrovirus 8,1508302.0,1
1507197,Mamastrovirus 11,1508302.0,1
1510293,Mamastrovirus 14,1508302.0,1
1510381,Mamastrovirus 5,1508302.0,1
1511308,Mamastrovirus 17,1508302.0,1
1512451,Mamastrovirus 10,1508302.0,1
1513074,Mamastrovirus 7,1508302.0,1
1513648,Mamastrovirus 12,1508302.0,1
1513834,Mamastrovirus 6,1508302.0,1
1514010,Mamastrovirus 2,1508302.0,1
1514650,Mamastrovirus 4,1508302.0,1
1514950,Mamastrovirus 3,1508302.0,1
1515241,Mamastrovirus 15,1508302.0,1
1515676,Mamastrovirus 19,1508302.0,1
1515722,Mamastrovirus 16,1508302.0,1
1510244,Yadokarivirales,1504862.0,10
1512597,Yadokariviridae,1510244.0,10
1504315,Alphayadokarivirus,1512597.0,6
1504674,Alphayadokarivirus gobani,1504315.0,1
1508217,Alphayadokarivirus sanbani,1504315.0,1
1509482,Alphayadokarivirus yonbani,1504315.0,1
1509555,Alphayadokarivirus nibani,1504315.0,1
1511861,Alphayadokarivirus rokubani,1504315.0,1
1513841,Alphayadokarivirus ichibani,1504315.0,1
1511206,Betayadokarivirus,1512597.0,4
1505733,Betayadokarivirus nibani,1511206.0,1
1510647,Betayadokarivirus sanbani,1511206.0,1
1511011,Betayadokarivirus yonbani,1511206.0,1
1517210,Betayadokarivirus ichibani,1511206.0,1
1511973,Hadakaviridae,1504862.0,1
1509648,Hadakavirus,1511973.0,1
1509241,Hadakavirus nanga,1509648.0,1
1506402,Permutotetraviridae,1507622.0,2
1504748,Alphapermutotetravirus,1506402.0,2
1504180,Thosea asigna virus,1504748.0,1
1516065,Euprosterna elaeasa virus,1504748.0,1
1506562,Negarnaviricota,1507622.0,1212
1506726,Haploviricotina,1506562.0,637
1511490,Milneviricetes,1506726.0,7
1515012,Serpentovirales,1511490.0,7
1511910,Aspiviridae,1515012.0,7
1514763,Ophiovirus,1511910.0,7
1506476,Ophiovirus mirafioriense,1514763.0,1
1510812,Ophiovirus freesiae,1514763.0,1
1511586,Ophiovirus vaccinii,1514763.0,1
1511767,Ophiovirus citri,1514763.0,1
1511995,Ophiovirus ranunculi,1514763.0,1
1512919,Ophiovirus lactucae,1514763.0,1
1515693,Ophiovirus tulipae,1514763.0,1
1512735,Monjiviricetes,1506726.0,620
1502997,Jingchuvirales,1512735.0,58
1504439,Aliusviridae,1502997.0,12
1507531,Obscuruvirus,1504439.0,1
1509161,Obscuruvirus quintum,1507531.0,1
1517413,Ollusvirus,1504439.0,11
1503187,Ollusvirus insectii,1517413.0,1
1503721,Ollusvirus coleopteri,1517413.0,1
1505574,Ollusvirus culvertonense,1517413.0,1
1510830,Ollusvirus taiyuanense,1517413.0,1
1511613,Ollusvirus rhagoveliae,1517413.0,1
1511755,Ollusvirus shayangense,1517413.0,1
1514067,Ollusvirus hymenopteri,1517413.0,1
1514710,Ollusvirus scaldisense,1517413.0,1
1515936,Ollusvirus nomadae,1517413.0,1
1517014,Ollusvirus oropsyllae,1517413.0,1
1517204,Ollusvirus hanchengense,1517413.0,1
1513120,Natareviridae,1502997.0,1
1517453,Charybdivirus,1513120.0,1
1517125,Charybdivirus charybdis,1517453.0,1
1516156,Chuviridae,1502997.0,43
1504027,Morsusvirus,1516156.0,1
1506471,Morsusvirus argatis,1504027.0,1
1504351,Pediavirus,1516156.0,1
1512474,Pediavirus cirripedis,1504351.0,1
1504956,Taceavirus,1516156.0,1
1514442,Taceavirus wenlingense,1504956.0,1
1505194,Mivirus,1516156.0,10
1503323,Mivirus changpingense,1505194.0,1
1503596,Mivirus belostomatis,1505194.0,1
1505839,Mivirus rhipicephali,1505194.0,1
1507389,Mivirus boleense,1505194.0,1
1509909,Mivirus suffolkense,1505194.0,1
1512338,Mivirus dermacentoris,1505194.0,1
1514079,Mivirus wuhanense,1505194.0,1
1514828,Mivirus genovaense,1505194.0,1
1514965,Mivirus amblyommae,1505194.0,1
1515196,Mivirus karukeraense,1505194.0,1
1505260,Pterovirus,1516156.0,1
1508031,Pterovirus chulinense,1505260.0,1
1506843,Odonatavirus,1516156.0,3
1505469,Odonatavirus fabricii,1506843.0,1
1505483,Odonatavirus odontis,1506843.0,1
1508702,Odonatavirus draconis,1506843.0,1
1508209,Demapteravirus,1516156.0,1
1514894,Demapteravirus dermapteri,1508209.0,1
1508734,Scarabeuvirus,1516156.0,7
1507776,Scarabeuvirus lishiense,1508734.0,1
1508466,Scarabeuvirus lampyris,1508734.0,1
1510675,Scarabeuvirus hubeiense,1508734.0,1
1511400,Scarabeuvirus dentati,1508734.0,1
1512113,Scarabeuvirus supellae,1508734.0,1
1513723,Scarabeuvirus blattae,1508734.0,1
1514087,Scarabeuvirus trichopriae,1508734.0,1
1509716,Boscovirus,1516156.0,2
1511999,Boscovirus hippoboscidae,1509716.0,1
1517272,Boscovirus hypoboscidae,1509716.0,1
1511940,Doliuvirus,1516156.0,1
1513187,Doliuvirus culisetae,1511940.0,1
1512092,Rochuvirus,1516156.0,1
1509013,Rochuvirus chalcocoris,1512092.0,1
1512482,Culicidavirus,1516156.0,4
1503785,Culicidavirus culicidae,1512482.0,1
1512101,Culicidavirus quitotaense,1512482.0,1
1514722,Culicidavirus imjinense,1512482.0,1
1517174,Culicidavirus culicis,1512482.0,1
1513330,Chuvivirus,1516156.0,2
1510405,Chuvivirus brunnichi,1513330.0,1
1515054,Chuvivirus canceris,1513330.0,1
1514523,Piscichuvirus,1516156.0,5
1505551,Piscichuvirus craterocephali,1514523.0,1
1508953,Piscichuvirus sanxiaense,1514523.0,1
1509897,Piscichuvirus wenlingense,1514523.0,1
1512165,Piscichuvirus franki,1514523.0,1
1514692,Piscichuvirus lycodontis,1514523.0,1
1516603,Vapochuvirus,1516156.0,1
1513899,Vapochuvirus trialeurodis,1516603.0,1
1517340,Nigecruvirus,1516156.0,2
1505907,Nigecruvirus periplanetae,1517340.0,1
1512346,Nigecruvirus ixodes,1517340.0,1
1517157,Crepuscuviridae,1502997.0,1
1514638,Aqualaruvirus,1517157.0,1
1516307,Aqualaruvirus sialis,1514638.0,1
1517279,Myriaviridae,1502997.0,1
1512506,Myriavirus,1517279.0,1
1504536,Myriavirus myriapedis,1512506.0,1
1505445,Mononegavirales,1512735.0,562
1503864,Xinmoviridae,1505445.0,14
1502791,Alasvirus,1503864.0,1
1515310,Alasvirus muscae,1502791.0,1
1506235,Triniovirus,1503864.0,1
